1736342840.298033585	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
1736342840.298045265	Controller Area Network, Ext. ID: 188 (0x000000bc), Length: 8	000011fe51ff0023
1736342840.298060705	Controller Area Network, Ext. ID: 715 (0x000002cb), Length: 5	3c9f960043
1736342840.298072736	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.298084226	Controller Area Network, Ext. ID: 968 (0x000003c8), Length: 8	002c000002140318
1736342840.298096206	Controller Area Network, Ext. ID: 166 (0x000000a6), Length: 8	00000040000000ee
1736342840.298107656	Controller Area Network, Ext. ID: 713 (0x000002c9), Length: 8	000da70288000011
1736342840.298119117	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.298130907	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.298142497	Controller Area Network, Ext. ID: 580 (0x00000244), Length: 8	110000000000005f
1736342840.298165428	Controller Area Network, Ext. ID: 298 (0x0000012a), Length: 7	00000000000032
1736342840.298187098	Controller Area Network, Ext. ID: 296 (0x00000128), Length: 8	0000100000000041
1736342840.298201589	Controller Area Network, Ext. ID: 183 (0x000000b7), Length: 8	0000000000000000
1736342840.298214329	Controller Area Network, Ext. ID: 301 (0x0000012d), Length: 8	7fff7fff7fffffaf
1736342840.298226709	Controller Area Network, Ext. ID: 302 (0x0000012e), Length: 7	7fff7fff7fffb0
1736342840.298239129	Controller Area Network, Ext. ID: 303 (0x0000012f), Length: 8	ff7fff7fff7fffb1
1736342840.298251750	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.298264010	Controller Area Network, Ext. ID: 293 (0x00000125), Length: 7	f000000000001d
1736342840.298276020	Controller Area Network, Ext. ID: 581 (0x00000245), Length: 5	000000004c
1736342840.298288290	Controller Area Network, Ext. ID: 840 (0x00000348), Length: 8	00020000002c0485
1736342840.298300181	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.298312041	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
1736342840.298323891	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.298337112	Controller Area Network, Ext. ID: 188 (0x000000bc), Length: 8	000011fe51ff0023
1736342840.298349402	Controller Area Network, Ext. ID: 466 (0x000001d2), Length: 8	990402aa028800ae
1736342840.298360962	Controller Area Network, Ext. ID: 180 (0x000000b4), Length: 8	00000000000000bc
1736342840.298372982	Controller Area Network, Ext. ID: 566 (0x00000236), Length: 5	27ff030066
1736342840.298384693	Controller Area Network, Ext. ID: 583 (0x00000247), Length: 7	06008000000000
1736342840.298396373	Controller Area Network, Ext. ID: 1017 (0x000003f9), Length: 8	941c56420000004c
1736342840.298407993	Controller Area Network, Ext. ID: 166 (0x000000a6), Length: 8	00000040000000ee
1736342840.298419693	Controller Area Network, Ext. ID: 295 (0x00000127), Length: 8	00100008000161aa
1736342840.298431154	Controller Area Network, Ext. ID: 467 (0x000001d3), Length: 8	0028000000000004
1736342840.298442934	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.298454804	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.298466644	Controller Area Network, Ext. ID: 183 (0x000000b7), Length: 8	0000000000000000
1736342840.298478395	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.298489975	Controller Area Network, Ext. ID: 298 (0x0000012a), Length: 7	00000000000032
1736342840.298501755	Controller Area Network, Ext. ID: 296 (0x00000128), Length: 8	0000100000000041
1736342840.298513155	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
1736342840.298524706	Controller Area Network, Ext. ID: 188 (0x000000bc), Length: 8	000011fe51ff0023
1736342840.298536356	Controller Area Network, Ext. ID: 301 (0x0000012d), Length: 8	7fff7fff7fffffaf
1736342840.298548156	Controller Area Network, Ext. ID: 302 (0x0000012e), Length: 7	7fff7fff7fffb0
1736342840.298559696	Controller Area Network, Ext. ID: 303 (0x0000012f), Length: 8	ff7fff7fff7fffb1
1736342840.298571437	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.298583437	Controller Area Network, Ext. ID: 293 (0x00000125), Length: 7	f000000000001d
1736342840.298595117	Controller Area Network, Ext. ID: 166 (0x000000a6), Length: 8	00000040000000ee
1736342840.298606867	Controller Area Network, Ext. ID: 971 (0x000003cb), Length: 7	00000000161601
1736342840.298618608	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.298630238	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.298641928	Controller Area Network, Ext. ID: 580 (0x00000244), Length: 8	110000000000005f
1736342840.298653588	Controller Area Network, Ext. ID: 1057 (0x00000421), Length: 8	0000000000000001
1736342840.298665279	Controller Area Network, Ext. ID: 295 (0x00000127), Length: 8	00100008000161aa
1736342840.298676919	Controller Area Network, Ext. ID: 715 (0x000002cb), Length: 5	3c9f960043
